Index,Mac Name,SSID,Frequency,Signal,Lat,Lon,Alt,Time,
73,1c:b9:c4:16:28:f8,Ariel_University,2400,-80.0,35.20873143,32.10318952,684.0,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
74,1c:b9:c4:16:f4:78,Ariel_University,2400,-78.0,35.20873143,32.10318952,684.0,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
75,1c:b9:c4:96:d2:87, ,5000,-83.0,35.20873143,32.10318952,684.0,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
76,8c:0c:90:2d:75:e8,Ariel_University,2400,-83.0,35.20873143,32.10318952,684.0,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
77,ec:8c:a2:26:b0:e8,Ariel_University,2400,-84.0,35.20873143,32.10318952,684.0,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
78,ec:8c:a2:26:d3:68,Ariel_University,2400,-87.0,35.20873143,32.10318952,684.0,Sun Dec 03 08:54:21 IST 2017, Approx. w-center algo1
79,1c:b9:c4:14:2f:68,Ariel_University,2400,-82.0,35.20871988,32.10301827,685.0,Sun Dec 03 08:54:24 IST 2017, Approx. w-center algo1
80,1c:b9:c4:14:33:c8,Ariel_University,2400,-84.0,35.20871988,32.10301827,685.0,Sun Dec 03 08:54:24 IST 2017, Approx. w-center algo1
81,1c:b9:c4:16:05:38,Ariel_University,2400,-88.0,35.20871988,32.10301827,685.0,Sun Dec 03 08:54:24 IST 2017, Approx. w-center algo1
82,1c:b9:c4:16:f1:98,Ariel_University,2400,-87.0,35.20871988,32.10301827,685.0,Sun Dec 03 08:54:24 IST 2017, Approx. w-center algo1
83,8c:0c:90:2e:16:88,Ariel_University,2400,-87.0,35.20871988,32.10301827,685.0,Sun Dec 03 08:54:24 IST 2017, Approx. w-center algo1
84,1c:b9:c4:14:2f:68,Ariel_University,2400,-71.0,35.20871899,32.10282362,688.0,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
85,1c:b9:c4:14:33:c8,Ariel_University,2400,-75.0,35.20871899,32.10282362,688.0,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
86,1c:b9:c4:16:11:ac,Ariel_University,5000,-90.0,35.20871899,32.10282362,688.0,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
87,1c:b9:c4:16:f4:7c,Ariel_University,5000,-84.0,35.20871899,32.10282362,688.0,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
88,8c:0c:90:2d:75:e8,Ariel_University,2400,-77.0,35.20871899,32.10282362,688.0,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
89,8c:0c:90:ad:75:e3, ,2400,-76.0,35.20871899,32.10282362,688.0,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
90,ec:8c:a2:08:78:cc,Ariel_University,5000,-85.0,35.20871899,32.10282362,688.0,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
91,f8:d1:11:77:77:c6,HelpDesk,2400,-70.0,35.20871899,32.10282362,688.0000000000001,Sun Dec 03 08:54:27 IST 2017, Approx. w-center algo1
92,1c:b9:c4:16:11:a8,Ariel_University,2400,-73.0,35.20876629,32.10263124,687.0,Sun Dec 03 08:54:30 IST 2017, Approx. w-center algo1
93,1c:b9:c4:16:28:f8,Ariel_University,2400,-73.0,35.20876629,32.10263124,687.0,Sun Dec 03 08:54:30 IST 2017, Approx. w-center algo1
94,1c:b9:c4:16:ee:98,Ariel_University,2400,-82.0,35.20876629,32.10263124,687.0,Sun Dec 03 08:54:30 IST 2017, Approx. w-center algo1
95,62:ab:1b:60:b4:cb,Bezeq Free,2400,-86.0,35.20876629,32.10263124,687.0,Sun Dec 03 08:54:30 IST 2017, Approx. w-center algo1
96,a0:ab:1b:60:b4:ca,036518749,2400,-87.0,35.20876629,32.10263124,687.0,Sun Dec 03 08:54:30 IST 2017, Approx. w-center algo1
97,ec:8c:a2:26:b1:78,Ariel_University,2400,-69.0,35.20876629,32.10263124,687.0,Sun Dec 03 08:54:30 IST 2017, Approx. w-center algo1
98,1c:b9:c4:12:7c:c8,Ariel_University,2400,-73.0,35.20884914,32.10244119,686.0,Sun Dec 03 08:54:33 IST 2017, Approx. w-center algo1
99,1c:b9:c4:14:33:cc,Ariel_University,5000,-86.0,35.20884914,32.10244119,686.0,Sun Dec 03 08:54:33 IST 2017, Approx. w-center algo1
100,1c:b9:c4:16:28:e8,Ariel_University,2400,-77.0,35.20884914,32.10244119,686.0,Sun Dec 03 08:54:33 IST 2017, Approx. w-center algo1
101,1c:b9:c4:16:d2:88,Ariel_University,2400,-86.0,35.20884914,32.10244119,686.0,Sun Dec 03 08:54:33 IST 2017, Approx. w-center algo1
102,1c:b9:c4:16:f1:98,Ariel_University,2400,-79.0,35.20884914,32.10244119,686.0,Sun Dec 03 08:54:33 IST 2017, Approx. w-center algo1
103,ec:8c:a2:08:78:c8,Ariel_University,2400,-86.0,35.20884914,32.10244119,686.0,Sun Dec 03 08:54:33 IST 2017, Approx. w-center algo1
104,1c:b9:c4:14:2b:d8,Ariel_University,2400,-69.0,35.20894955,32.1022576,688.0,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
105,1c:b9:c4:14:2b:dc,Ariel_University,5000,-74.0,35.20894955,32.1022576,688.0,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
106,1c:b9:c4:14:2f:68,Ariel_University,2400,-63.0,35.20894955,32.1022576,688.0,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
107,34:8f:27:20:8c:18,Ariel_University,2400,-86.0,35.20894955,32.1022576,688.0,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
108,62:ab:1b:60:b4:cb,Bezeq Free,2400,-78.0,35.20894955,32.1022576,688.0,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
109,ec:8c:a2:08:94:18,Ariel_University,2400,-73.0,35.20894955,32.1022576,688.0,Sun Dec 03 08:54:36 IST 2017, Approx. w-center algo1
110,1c:b9:c4:12:90:b8,Ariel_University,2400,-82.0,35.20912829,32.10212198,688.0,Sun Dec 03 08:54:39 IST 2017, Approx. w-center algo1
111,1c:b9:c4:16:f1:98,Ariel_University,2400,-73.0,35.20912829,32.10212198,688.0,Sun Dec 03 08:54:39 IST 2017, Approx. w-center algo1
112,1c:b9:c4:16:f4:78,Ariel_University,2400,-77.0,35.20912829,32.10212198,688.0,Sun Dec 03 08:54:39 IST 2017, Approx. w-center algo1
113,c4:12:f5:f6:a0:18,lab_6.1.3,2400,-80.0,35.20912829,32.10212198,688.0,Sun Dec 03 08:54:39 IST 2017, Approx. w-center algo1
114,1c:b9:c4:15:1e:68,Ariel_University,2400,-80.0,35.20935702,32.1020322,689.0,Sun Dec 03 08:54:42 IST 2017, Approx. w-center algo1
115,ec:8c:a2:08:94:1c,Ariel_University,5000,-70.0,35.20935702,32.1020322,688.9999999999999,Sun Dec 03 08:54:42 IST 2017, Approx. w-center algo1
116,1c:b9:c4:15:3a:38,Ariel_University,2400,-76.0,35.20960153,32.10196459,690.0,Sun Dec 03 08:54:45 IST 2017, Approx. w-center algo1
117,00:11:6b:11:02:b7,yosh,2400,-81.0,35.2098381,32.10199722,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
118,1c:b9:c4:14:33:c8,Ariel_University,2400,-78.0,35.2098381,32.10199722,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
119,1c:b9:c4:16:11:a8,Ariel_University,2400,-79.0,35.2098381,32.10199722,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
120,1c:b9:c4:16:28:f8,Ariel_University,2400,-76.0,35.2098381,32.10199722,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
121,a0:ab:1b:60:b4:ca,036518749,2400,-87.0,35.2098381,32.10199722,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
122,ec:8c:a2:26:b1:78,Ariel_University,2400,-85.0,35.2098381,32.10199722,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
123,f8:d1:11:77:77:c6,HelpDesk,2400,-88.0,35.2098381,32.10199722,693.0,Sun Dec 03 08:54:48 IST 2017, Approx. w-center algo1
124,1c:b9:c4:14:2b:d8,Ariel_University,2400,-84.0,35.20998301,32.10212708,692.0,Sun Dec 03 08:54:51 IST 2017, Approx. w-center algo1
125,1c:b9:c4:14:2b:dc,Ariel_University,5000,-74.0,35.20998301,32.10212708,692.0,Sun Dec 03 08:54:51 IST 2017, Approx. w-center algo1
126,1c:b9:c4:14:2f:68,Ariel_University,2400,-85.0,35.20998301,32.10212708,692.0,Sun Dec 03 08:54:51 IST 2017, Approx. w-center algo1
127,62:ab:1b:60:b4:cb,Bezeq Free,2400,-87.0,35.20998301,32.10212708,692.0,Sun Dec 03 08:54:51 IST 2017, Approx. w-center algo1
128,00:1d:aa:81:d8:3c,KCG-ADSL,2400,-84.0,35.209913520190405,32.10264589301599,693.9999999999999,Sun Dec 03 08:54:54 IST 2017, Approx. w-center algo1
129,1c:b9:c4:12:af:78,Ariel_University,2400,-79.0,35.20983303,32.10290524,694.0,Sun Dec 03 08:55:11 IST 2017, Approx. w-center algo1
130,1c:b9:c4:14:2b:88,Ariel_University,2400,-86.0,35.20983303,32.10290524,694.0,Sun Dec 03 08:55:11 IST 2017, Approx. w-center algo1
131,1c:b9:c4:14:30:38,Ariel_University,2400,-87.0,35.20983303,32.10290524,694.0,Sun Dec 03 08:55:11 IST 2017, Approx. w-center algo1
132,1c:b9:c4:15:1e:68,Ariel_University,2400,-86.0,35.20978446,32.10305306,693.0,Sun Dec 03 08:55:15 IST 2017, Approx. w-center algo1
133,1c:b9:c4:15:3a:38,Ariel_University,2400,-89.0,35.20978446,32.10305306,693.0,Sun Dec 03 08:55:15 IST 2017, Approx. w-center algo1
134,1c:b9:c4:15:ec:38,Ariel_University,2400,-78.0,35.20978446,32.10305306,693.0,Sun Dec 03 08:55:15 IST 2017, Approx. w-center algo1
135,1c:b9:c4:16:06:bc,Ariel_University,5000,-88.0,35.20978446,32.10305306,693.0,Sun Dec 03 08:55:15 IST 2017, Approx. w-center algo1
136,1c:b9:c4:16:11:a8,Ariel_University,2400,-84.0,35.20978446,32.10305306,693.0,Sun Dec 03 08:55:15 IST 2017, Approx. w-center algo1
137,1c:b9:c4:16:ee:98,Ariel_University,2400,-85.0,35.20978446,32.10305306,693.0,Sun Dec 03 08:55:15 IST 2017, Approx. w-center algo1
138,40:a5:ef:7a:17:f2,2.4V1,2400,-76.0,35.20978446,32.10305306,693.0,Sun Dec 03 08:55:15 IST 2017, Approx. w-center algo1
139,c4:12:f5:f6:a0:18,lab_6.1.3,2400,-85.0,35.20977295,32.10314139,693.0,Sun Dec 03 08:55:17 IST 2017, Approx. w-center algo1
140,1c:b9:c4:12:90:b8,Ariel_University,2400,-87.0,35.20979335,32.10330416,695.0,Sun Dec 03 08:55:20 IST 2017, Approx. w-center algo1
141,1c:b9:c4:16:06:b8,Ariel_University,2400,-75.0,35.20979335,32.10330416,695.0,Sun Dec 03 08:55:20 IST 2017, Approx. w-center algo1
142,1c:b9:c4:16:ed:38,Ariel_University,2400,-74.0,35.20979335,32.10330416,694.9999999999999,Sun Dec 03 08:55:20 IST 2017, Approx. w-center algo1
143,1c:b9:c4:16:ed:48,Ariel_University,2400,-84.0,35.20979335,32.10330416,695.0,Sun Dec 03 08:55:20 IST 2017, Approx. w-center algo1
144,1c:b9:c4:15:fd:48,Ariel_University,2400,-79.0,35.20992695,32.10357832,694.0,Sun Dec 03 08:55:25 IST 2017, Approx. w-center algo1
145,d8:5d:4c:9e:69:22,AUC_4_2_24,2400,-84.0,35.20992695,32.10357832,694.0,Sun Dec 03 08:55:25 IST 2017, Approx. w-center algo1
146,1c:b9:c4:15:1c:b8,Ariel_University,2400,-89.0,35.21019984,32.10379261,694.0,Sun Dec 03 08:55:30 IST 2017, Approx. w-center algo1
147,1c:b9:c4:16:06:b8,Ariel_University,2400,-68.0,35.21019984,32.10379261,694.0,Sun Dec 03 08:55:30 IST 2017, Approx. w-center algo1
148,1c:b9:c4:16:06:bc,Ariel_University,5000,-72.0,35.21019984,32.10379261,694.0,Sun Dec 03 08:55:30 IST 2017, Approx. w-center algo1
149,24:79:2a:2b:07:b8,Ariel_University,2400,-85.0,35.21019984,32.10379261,694.0,Sun Dec 03 08:55:30 IST 2017, Approx. w-center algo1
150,24:79:2a:2b:bd:88,Ariel_University,2400,-83.0,35.21019984,32.10379261,694.0,Sun Dec 03 08:55:30 IST 2017, Approx. w-center algo1
151,24:79:2a:2c:5c:18,Ariel_University,2400,-81.0,35.21019984,32.10379261,694.0,Sun Dec 03 08:55:30 IST 2017, Approx. w-center algo1
152,00:1d:aa:81:d8:3c,KCG-ADSL,2400,-88.0,35.21040928,32.10392655,695.0,Sun Dec 03 08:55:33 IST 2017, Approx. w-center algo1
153,1c:b9:c4:12:af:78,Ariel_University,2400,-75.0,35.21040928,32.10392655,695.0,Sun Dec 03 08:55:33 IST 2017, Approx. w-center algo1
154,1c:b9:c4:14:2b:88,Ariel_University,2400,-84.0,35.21040928,32.10392655,695.0,Sun Dec 03 08:55:33 IST 2017, Approx. w-center algo1
155,1c:b9:c4:14:30:38,Ariel_University,2400,-87.0,35.21040928,32.10392655,695.0,Sun Dec 03 08:55:33 IST 2017, Approx. w-center algo1
156,24:79:2a:2c:5b:d8,Ariel_University,2400,-87.0,35.21064312,32.10403138,697.0,Sun Dec 03 08:55:36 IST 2017, Approx. w-center algo1
157,1c:b9:c4:12:90:b8,Ariel_University,2400,-87.0,35.21091349,32.10412387,700.0,Sun Dec 03 08:55:40 IST 2017, Approx. w-center algo1
158,1c:b9:c4:16:ed:38,Ariel_University,2400,-76.0,35.21091349,32.10412387,700.0,Sun Dec 03 08:55:40 IST 2017, Approx. w-center algo1
159,1c:b9:c4:16:ed:48,Ariel_University,2400,-83.0,35.21091349,32.10412387,700.0,Sun Dec 03 08:55:40 IST 2017, Approx. w-center algo1
160,8c:0c:90:2f:d3:d8,Ariel_University,2400,-78.0,35.21091349,32.10412387,700.0,Sun Dec 03 08:55:40 IST 2017, Approx. w-center algo1
161,1c:b9:c4:15:fd:48,Ariel_University,2400,-79.0,35.21101715,32.10415215,700.0,Sun Dec 03 08:55:42 IST 2017, Approx. w-center algo1
162,d8:5d:4c:9e:69:22,AUC_4_2_24,2400,-84.0,35.21101715,32.10415215,700.0,Sun Dec 03 08:55:42 IST 2017, Approx. w-center algo1
163,1c:b9:c4:15:41:78,Ariel_University,2400,-71.0,35.21118813,32.10418089,699.0,Sun Dec 03 08:55:45 IST 2017, Approx. w-center algo1
164,1c:b9:c4:15:1c:b8,Ariel_University,2400,-89.0,35.21138319,32.10423611,700.0,Sun Dec 03 08:55:48 IST 2017, Approx. w-center algo1
165,1c:b9:c4:16:06:b8,Ariel_University,2400,-83.0,35.21138319,32.10423611,700.0,Sun Dec 03 08:55:48 IST 2017, Approx. w-center algo1
166,1c:b9:c4:16:06:bc,Ariel_University,5000,-72.0,35.21138319,32.10423611,700.0,Sun Dec 03 08:55:48 IST 2017, Approx. w-center algo1
167,1c:b9:c4:95:41:77, ,5000,-82.0,35.21138319,32.10423611,700.0,Sun Dec 03 08:55:48 IST 2017, Approx. w-center algo1
168,24:79:2a:2b:07:b8,Ariel_University,2400,-85.0,35.21138319,32.10423611,700.0,Sun Dec 03 08:55:48 IST 2017, Approx. w-center algo1
169,24:79:2a:2b:bd:88,Ariel_University,2400,-83.0,35.21138319,32.10423611,700.0,Sun Dec 03 08:55:48 IST 2017, Approx. w-center algo1
170,24:79:2a:2c:5c:18,Ariel_University,2400,-81.0,35.21138319,32.10423611,700.0,Sun Dec 03 08:55:48 IST 2017, Approx. w-center algo1
171,00:11:6b:11:7e:0c,yosh,2400,-93.0,35.21150642,32.10434812,698.0,Sun Dec 03 08:55:51 IST 2017, Approx. w-center algo1
172,1c:b9:c4:15:44:88,Ariel_University,2400,-77.0,35.21150642,32.10434812,698.0,Sun Dec 03 08:55:51 IST 2017, Approx. w-center algo1
173,1c:b9:c4:15:ed:48,Ariel_University,2400,-86.0,35.21154665411134,32.104431804807184,698.0,Sun Dec 03 08:55:51 IST 2017, Approx. w-center algo1
174,1c:b9:c4:16:cd:18,IT-MNG,2400,-93.0,35.2115156,32.10476714,696.0,Sun Dec 03 08:56:00 IST 2017, Approx. w-center algo1
175,1c:b9:c4:56:cd:18,Ariel_University,2400,-92.0,35.2115156,32.10476714,696.0,Sun Dec 03 08:56:00 IST 2017, Approx. w-center algo1
176,1c:b9:c4:14:2b:c8,Ariel_University,2400,-89.0,35.2114539,32.10481492,695.0,Sun Dec 03 08:56:02 IST 2017, Approx. w-center algo1
177,1c:b9:c4:15:fd:e8,IT-MNG,2400,-84.0,35.2114539,32.10481492,695.0,Sun Dec 03 08:56:02 IST 2017, Approx. w-center algo1
178,1c:b9:c4:15:44:58,Ariel_University,2400,-88.0,35.21137457,32.10487501,697.0,Sun Dec 03 08:56:05 IST 2017, Approx. w-center algo1
